,date,province,province_n,type,value
535,2020/1/26,Hong.Kong,香港,confirmed_cases,2
536,2020/1/26,Hong.Kong,香港,cured,0
537,2020/1/26,Xinjiang,新疆,confirmed_cases,5
538,2020/1/26,Xinjiang,新疆,cured,0
539,2020/1/26,Tibet,西藏,confirmed_cases,0
540,2020/1/26,Tibet,西藏,cured,0
541,2020/1/26,Yunnan,云南,confirmed_cases,19
542,2020/1/26,Yunnan,云南,cured,0
543,2020/1/26,Zhejiang,浙江,confirmed_cases,128
544,2020/1/26,Zhejiang,浙江,cured,0
545,2020/1/27,Anhui,安徽,confirmed_cases,106
546,2020/1/27,Anhui,安徽,cured,0
547,2020/1/27,Macao,澳门,confirmed_cases,6
548,2020/1/27,Macao,澳门,cured,0
549,2020/1/27,Beijing,北京,confirmed_cases,80
550,2020/1/27,Beijing,北京,cured,2
551,2020/1/27,Chongqing,重庆,confirmed_cases,132
552,2020/1/27,Chongqing,重庆,cured,0
553,2020/1/27,Guangdong,广东,confirmed_cases,188
554,2020/1/27,Guangdong,广东,cured,4
555,2020/1/27,Gansu,甘肃,confirmed_cases,19
556,2020/1/27,Gansu,甘肃,cured,0
557,2020/1/27,Guangxi,广西,confirmed_cases,51
558,2020/1/27,Guangxi,广西,cured,0
559,2020/1/27,Guizhou,贵州,confirmed_cases,9
560,2020/1/27,Guizhou,贵州,cured,0
561,2020/1/27,Henan,河南,confirmed_cases,168
562,2020/1/27,Henan,河南,cured,0
563,2020/1/27,Hubei,湖北,confirmed_cases,2714
564,2020/1/27,Hubei,湖北,cured,47
565,2020/1/27,Hebei,河北,confirmed_cases,33
566,2020/1/27,Hebei,河北,cured,0
567,2020/1/27,Fujian,福建,confirmed_cases,59
568,2020/1/27,Fujian,福建,cured,0
569,2020/1/27,Heilongjiang,黑龙江,confirmed_cases,30
570,2020/1/27,Heilongjiang,黑龙江,cured,0
571,2020/1/27,Hunan,湖南,confirmed_cases,143
572,2020/1/27,Hunan,湖南,cured,0
573,2020/1/27,Hainan,海南,confirmed_cases,31
574,2020/1/27,Hainan,海南,cured,0
575,2020/1/27,Jilin,吉林,confirmed_cases,8
576,2020/1/27,Jilin,吉林,cured,0
577,2020/1/27,Jiangsu,江苏,confirmed_cases,70
578,2020/1/27,Jiangsu,江苏,cured,1
579,2020/1/27,Jiangxi,江西,confirmed_cases,72
580,2020/1/27,Jiangxi,江西,cured,2
581,2020/1/27,Liaoning,辽宁,confirmed_cases,27
582,2020/1/27,Liaoning,辽宁,cured,0
583,2020/1/27,Inner.Mongoria,内蒙古,confirmed_cases,13
584,2020/1/27,Inner.Mongoria,内蒙古,cured,0
585,2020/1/27,Ningxia,宁夏,confirmed_cases,11
586,2020/1/27,Ningxia,宁夏,cured,0
587,2020/1/27,Qinghai,青海,confirmed_cases,6
588,2020/1/27,Qinghai,青海,cured,0
589,2020/1/27,Sichuan,四川,confirmed_cases,90
590,2020/1/27,Sichuan,四川,cured,0
591,2020/1/27,Shandong,山东,confirmed_cases,87
592,2020/1/27,Shandong,山东,cured,0
593,2020/1/27,Shanghai,上海,confirmed_cases,66
594,2020/1/27,Shanghai,上海,cured,3
595,2020/1/27,Shanxi,山西,confirmed_cases,20
596,2020/1/27,Shanxi,山西,cured,0
597,2020/1/27,Shannxi,陕西,confirmed_cases,35
598,2020/1/27,Shannxi,陕西,cured,0
599,2020/1/27,Tianjing,天津,confirmed_cases,23
600,2020/1/27,Tianjing,天津,cured,0
601,2020/1/27,Taiwan,台湾,confirmed_cases,5
602,2020/1/27,Taiwan,台湾,cured,0
603,2020/1/27,Hong.Kong,香港,confirmed_cases,2
604,2020/1/27,Hong.Kong,香港,cured,0
605,2020/1/27,Xinjiang,新疆,confirmed_cases,10
606,2020/1/27,Xinjiang,新疆,cured,0
607,2020/1/27,Tibet,西藏,confirmed_cases,0
608,2020/1/27,Tibet,西藏,cured,0
609,2020/1/27,Yunnan,云南,confirmed_cases,26
610,2020/1/27,Yunnan,云南,cured,0
611,2020/1/27,Zhejiang,浙江,confirmed_cases,173
612,2020/1/27,Zhejiang,浙江,cured,0
613,2020/1/28,Anhui,安徽,confirmed_cases,152
614,2020/1/28,Anhui,安徽,cured,0
615,2020/1/28,Macao,澳门,confirmed_cases,7
616,2020/1/28,Macao,澳门,cured,0
617,2020/1/28,Beijing,北京,confirmed_cases,91
618,2020/1/28,Beijing,北京,cured,2
619,2020/1/28,Chongqing,重庆,confirmed_cases,147
620,2020/1/28,Chongqing,重庆,cured,0
621,2020/1/28,Guangdong,广东,confirmed_cases,241
622,2020/1/28,Guangdong,广东,cured,5
623,2020/1/28,Gansu,甘肃,confirmed_cases,24
624,2020/1/28,Gansu,甘肃,cured,0
625,2020/1/28,Guangxi,广西,confirmed_cases,58
626,2020/1/28,Guangxi,广西,cured,2
627,2020/1/28,Guizhou,贵州,confirmed_cases,9
628,2020/1/28,Guizhou,贵州,cured,1
629,2020/1/28,Henan,河南,confirmed_cases,206
630,2020/1/28,Henan,河南,cured,1
631,2020/1/28,Hubei,湖北,confirmed_cases,3554
632,2020/1/28,Hubei,湖北,cured,80
633,2020/1/28,Hebei,河北,confirmed_cases,48
634,2020/1/28,Hebei,河北,cured,0
635,2020/1/28,Fujian,福建,confirmed_cases,82
636,2020/1/28,Fujian,福建,cured,0
637,2020/1/28,Heilongjiang,黑龙江,confirmed_cases,37
638,2020/1/28,Heilongjiang,黑龙江,cured,0
639,2020/1/28,Hunan,湖南,confirmed_cases,221
640,2020/1/28,Hunan,湖南,cured,0
641,2020/1/28,Hainan,海南,confirmed_cases,43
642,2020/1/28,Hainan,海南,cured,0
643,2020/1/28,Jilin,吉林,confirmed_cases,9
644,2020/1/28,Jilin,吉林,cured,0
645,2020/1/28,Jiangsu,江苏,confirmed_cases,99
646,2020/1/28,Jiangsu,江苏,cured,1
647,2020/1/28,Jiangxi,江西,confirmed_cases,109
648,2020/1/28,Jiangxi,江西,cured,3
649,2020/1/28,Liaoning,辽宁,confirmed_cases,36
650,2020/1/28,Liaoning,辽宁,cured,0
651,2020/1/28,Inner.Mongoria,内蒙古,confirmed_cases,16
652,2020/1/28,Inner.Mongoria,内蒙古,cured,0
653,2020/1/28,Ningxia,宁夏,confirmed_cases,12
654,2020/1/28,Ningxia,宁夏,cured,0
655,2020/1/28,Qinghai,青海,confirmed_cases,6
656,2020/1/28,Qinghai,青海,cured,0
657,2020/1/28,Sichuan,四川,confirmed_cases,108
658,2020/1/28,Sichuan,四川,cured,0
659,2020/1/28,Shandong,山东,confirmed_cases,121
660,2020/1/28,Shandong,山东,cured,0
661,2020/1/28,Shanghai,上海,confirmed_cases,80
662,2020/1/28,Shanghai,上海,cured,4
663,2020/1/28,Shanxi,山西,confirmed_cases,27
664,2020/1/28,Shanxi,山西,cured,0
665,2020/1/28,Shannxi,陕西,confirmed_cases,56
666,2020/1/28,Shannxi,陕西,cured,0
667,2020/1/28,Tianjing,天津,confirmed_cases,24
668,2020/1/28,Tianjing,天津,cured,0
669,2020/1/28,Taiwan,台湾,confirmed_cases,7
670,2020/1/28,Taiwan,台湾,cured,0
671,2020/1/28,Hong.Kong,香港,confirmed_cases,10
672,2020/1/28,Hong.Kong,香港,cured,0
673,2020/1/28,Xinjiang,新疆,confirmed_cases,13
674,2020/1/28,Xinjiang,新疆,cured,0
675,2020/1/28,Tibet,西藏,confirmed_cases,0
676,2020/1/28,Tibet,西藏,cured,0
677,2020/1/28,Yunnan,云南,confirmed_cases,51
678,2020/1/28,Yunnan,云南,cured,0
679,2020/1/28,Zhejiang,浙江,confirmed_cases,296
680,2020/1/28,Zhejiang,浙江,cured,3
681,2020/1/29,Anhui,安徽,confirmed_cases,200
682,2020/1/29,Anhui,安徽,cured,2
683,2020/1/29,Macao,澳门,confirmed_cases,7
684,2020/1/29,Macao,澳门,cured,0
685,2020/1/29,Beijing,北京,confirmed_cases,111
686,2020/1/29,Beijing,北京,cured,4
687,2020/1/29,Chongqing,重庆,confirmed_cases,165
688,2020/1/29,Chongqing,重庆,cured,1
689,2020/1/29,Guangdong,广东,confirmed_cases,311
690,2020/1/29,Guangdong,广东,cured,6
691,2020/1/29,Gansu,甘肃,confirmed_cases,26
692,2020/1/29,Gansu,甘肃,cured,0
693,2020/1/29,Guangxi,广西,confirmed_cases,78
694,2020/1/29,Guangxi,广西,cured,2
695,2020/1/29,Guizhou,贵州,confirmed_cases,12
696,2020/1/29,Guizhou,贵州,cured,1
697,2020/1/29,Henan,河南,confirmed_cases,278
698,2020/1/29,Henan,河南,cured,2
699,2020/1/29,Hubei,湖北,confirmed_cases,4586
700,2020/1/29,Hubei,湖北,cured,90
701,2020/1/29,Hebei,河北,confirmed_cases,65
702,2020/1/29,Hebei,河北,cured,0
703,2020/1/29,Fujian,福建,confirmed_cases,101
704,2020/1/29,Fujian,福建,cured,0
705,2020/1/29,Heilongjiang,黑龙江,confirmed_cases,43
706,2020/1/29,Heilongjiang,黑龙江,cured,0
707,2020/1/29,Hunan,湖南,confirmed_cases,277
708,2020/1/29,Hunan,湖南,cured,0
709,2020/1/29,Hainan,海南,confirmed_cases,46
710,2020/1/29,Hainan,海南,cured,1
711,2020/1/29,Jilin,吉林,confirmed_cases,14
712,2020/1/29,Jilin,吉林,cured,0
713,2020/1/29,Jiangsu,江苏,confirmed_cases,129
714,2020/1/29,Jiangsu,江苏,cured,1
715,2020/1/29,Jiangxi,江西,confirmed_cases,162
716,2020/1/29,Jiangxi,江西,cured,3
717,2020/1/29,Liaoning,辽宁,confirmed_cases,39
718,2020/1/29,Liaoning,辽宁,cured,0
719,2020/1/29,Inner.Mongoria,内蒙古,confirmed_cases,16
720,2020/1/29,Inner.Mongoria,内蒙古,cured,0
721,2020/1/29,Ningxia,宁夏,confirmed_cases,17
722,2020/1/29,Ningxia,宁夏,cured,0
723,2020/1/29,Qinghai,青海,confirmed_cases,6
724,2020/1/29,Qinghai,青海,cured,0
725,2020/1/29,Sichuan,四川,confirmed_cases,142
726,2020/1/29,Sichuan,四川,cured,1
727,2020/1/29,Shandong,山东,confirmed_cases,145
728,2020/1/29,Shandong,山东,cured,1
729,2020/1/29,Shanghai,上海,confirmed_cases,101
730,2020/1/29,Shanghai,上海,cured,5
731,2020/1/29,Shanxi,山西,confirmed_cases,35
732,2020/1/29,Shanxi,山西,cured,1
733,2020/1/29,Shannxi,陕西,confirmed_cases,63
734,2020/1/29,Shannxi,陕西,cured,0
735,2020/1/29,Tianjing,天津,confirmed_cases,27
736,2020/1/29,Tianjing,天津,cured,0
737,2020/1/29,Taiwan,台湾,confirmed_cases,8
738,2020/1/29,Taiwan,台湾,cured,0
739,2020/1/29,Hong.Kong,香港,confirmed_cases,10
740,2020/1/29,Hong.Kong,香港,cured,0
741,2020/1/29,Xinjiang,新疆,confirmed_cases,14
742,2020/1/29,Xinjiang,新疆,cured,0
743,2020/1/29,Tibet,西藏,confirmed_cases,0
744,2020/1/29,Tibet,西藏,cured,0
745,2020/1/29,Yunnan,云南,confirmed_cases,70
746,2020/1/29,Yunnan,云南,cured,0
747,2020/1/29,Zhejiang,浙江,confirmed_cases,428
748,2020/1/29,Zhejiang,浙江,cured,4
749,2020/1/30,Anhui,安徽,confirmed_cases,237
750,2020/1/30,Anhui,安徽,cured,3
751,2020/1/30,Macao,澳门,confirmed_cases,7
752,2020/1/30,Macao,澳门,cured,0
753,2020/1/30,Beijing,北京,confirmed_cases,132
754,2020/1/30,Beijing,北京,cured,5
755,2020/1/30,Chongqing,重庆,confirmed_cases,206
756,2020/1/30,Chongqing,重庆,cured,1
757,2020/1/30,Guangdong,广东,confirmed_cases,393
758,2020/1/30,Guangdong,广东,cured,9
759,2020/1/30,Gansu,甘肃,confirmed_cases,29
760,2020/1/30,Gansu,甘肃,cured,0
761,2020/1/30,Guangxi,广西,confirmed_cases,87
762,2020/1/30,Guangxi,广西,cured,2
763,2020/1/30,Guizhou,贵州,confirmed_cases,15
764,2020/1/30,Guizhou,贵州,cured,1
765,2020/1/30,Henan,河南,confirmed_cases,352
766,2020/1/30,Henan,河南,cured,3
767,2020/1/30,Hubei,湖北,confirmed_cases,5806
768,2020/1/30,Hubei,湖北,cured,116
769,2020/1/30,Hebei,河北,confirmed_cases,82
770,2020/1/30,Hebei,河北,cured,0
771,2020/1/30,Fujian,福建,confirmed_cases,120
772,2020/1/30,Fujian,福建,cured,0
773,2020/1/30,Heilongjiang,黑龙江,confirmed_cases,59
774,2020/1/30,Heilongjiang,黑龙江,cured,0
775,2020/1/30,Hunan,湖南,confirmed_cases,332
776,2020/1/30,Hunan,湖南,cured,2
777,2020/1/30,Hainan,海南,confirmed_cases,49
778,2020/1/30,Hainan,海南,cured,1
779,2020/1/30,Jilin,吉林,confirmed_cases,14
780,2020/1/30,Jilin,吉林,cured,1
781,2020/1/30,Jiangsu,江苏,confirmed_cases,168
782,2020/1/30,Jiangsu,江苏,cured,2
783,2020/1/30,Jiangxi,江西,confirmed_cases,240
784,2020/1/30,Jiangxi,江西,cured,7
785,2020/1/30,Liaoning,辽宁,confirmed_cases,45
786,2020/1/30,Liaoning,辽宁,cured,1
787,2020/1/30,Inner.Mongoria,内蒙古,confirmed_cases,18
788,2020/1/30,Inner.Mongoria,内蒙古,cured,0
789,2020/1/30,Ningxia,宁夏,confirmed_cases,21
790,2020/1/30,Ningxia,宁夏,cured,0
791,2020/1/30,Qinghai,青海,confirmed_cases,8
792,2020/1/30,Qinghai,青海,cured,0
793,2020/1/30,Sichuan,四川,confirmed_cases,177
794,2020/1/30,Sichuan,四川,cured,1
795,2020/1/30,Shandong,山东,confirmed_cases,178
796,2020/1/30,Shandong,山东,cured,2
797,2020/1/30,Shanghai,上海,confirmed_cases,128
798,2020/1/30,Shanghai,上海,cured,5
799,2020/1/30,Shanxi,山西,confirmed_cases,39
800,2020/1/30,Shanxi,山西,cured,1
801,2020/1/30,Shannxi,陕西,confirmed_cases,63
802,2020/1/30,Shannxi,陕西,cured,0
803,2020/1/30,Tianjing,天津,confirmed_cases,31
804,2020/1/30,Tianjing,天津,cured,0
805,2020/1/30,Taiwan,台湾,confirmed_cases,9
806,2020/1/30,Taiwan,台湾,cured,0
807,2020/1/30,Hong.Kong,香港,confirmed_cases,10
808,2020/1/30,Hong.Kong,香港,cured,0
809,2020/1/30,Xinjiang,新疆,confirmed_cases,17
810,2020/1/30,Xinjiang,新疆,cured,0
811,2020/1/30,Tibet,西藏,confirmed_cases,1
812,2020/1/30,Tibet,西藏,cured,0
813,2020/1/30,Yunnan,云南,confirmed_cases,80
814,2020/1/30,Yunnan,云南,cured,0
815,2020/1/30,Zhejiang,浙江,confirmed_cases,537
816,2020/1/30,Zhejiang,浙江,cured,9
817,2020/1/31,Anhui,安徽,confirmed_cases,297
818,2020/1/31,Anhui,安徽,cured,3
819,2020/1/31,Macao,澳门,confirmed_cases,7
820,2020/1/31,Macao,澳门,cured,0
821,2020/1/31,Beijing,北京,confirmed_cases,139
822,2020/1/31,Beijing,北京,cured,5
823,2020/1/31,Chongqing,重庆,confirmed_cases,238
824,2020/1/31,Chongqing,重庆,cured,1
825,2020/1/31,Guangdong,广东,confirmed_cases,520
826,2020/1/31,Guangdong,广东,cured,9
827,2020/1/31,Gansu,甘肃,confirmed_cases,35
828,2020/1/31,Gansu,甘肃,cured,0
829,2020/1/31,Guangxi,广西,confirmed_cases,100
830,2020/1/31,Guangxi,广西,cured,2
831,2020/1/31,Guizhou,贵州,confirmed_cases,29
832,2020/1/31,Guizhou,贵州,cured,2
833,2020/1/31,Henan,河南,confirmed_cases,422
834,2020/1/31,Henan,河南,cured,3
835,2020/1/31,Hubei,湖北,confirmed_cases,7153
836,2020/1/31,Hubei,湖北,cured,116
837,2020/1/31,Hebei,河北,confirmed_cases,96
838,2020/1/31,Hebei,河北,cured,0
839,2020/1/31,Fujian,福建,confirmed_cases,144
840,2020/1/31,Fujian,福建,cured,0
841,2020/1/31,Heilongjiang,黑龙江,confirmed_cases,80
842,2020/1/31,Heilongjiang,黑龙江,cured,0
843,2020/1/31,Hunan,湖南,confirmed_cases,389
844,2020/1/31,Hunan,湖南,cured,3
845,2020/1/31,Hainan,海南,confirmed_cases,57
846,2020/1/31,Hainan,海南,cured,1
847,2020/1/31,Jilin,吉林,confirmed_cases,17
848,2020/1/31,Jilin,吉林,cured,1
849,2020/1/31,Jiangsu,江苏,confirmed_cases,202
850,2020/1/31,Jiangsu,江苏,cured,5
851,2020/1/31,Jiangxi,江西,confirmed_cases,286
852,2020/1/31,Jiangxi,江西,cured,9
853,2020/1/31,Liaoning,辽宁,confirmed_cases,60
854,2020/1/31,Liaoning,辽宁,cured,1
855,2020/1/31,Inner.Mongoria,内蒙古,confirmed_cases,20
856,2020/1/31,Inner.Mongoria,内蒙古,cured,0
857,2020/1/31,Ningxia,宁夏,confirmed_cases,26
858,2020/1/31,Ningxia,宁夏,cured,0
859,2020/1/31,Qinghai,青海,confirmed_cases,9
860,2020/1/31,Qinghai,青海,cured,0
861,2020/1/31,Sichuan,四川,confirmed_cases,207
862,2020/1/31,Sichuan,四川,cured,3
863,2020/1/31,Shandong,山东,confirmed_cases,202
864,2020/1/31,Shandong,山东,cured,2
865,2020/1/31,Shanghai,上海,confirmed_cases,153
866,2020/1/31,Shanghai,上海,cured,9
867,2020/1/31,Shanxi,山西,confirmed_cases,47
868,2020/1/31,Shanxi,山西,cured,1
869,2020/1/31,Shannxi,陕西,confirmed_cases,87
870,2020/1/31,Shannxi,陕西,cured,0
871,2020/1/31,Tianjing,天津,confirmed_cases,32
872,2020/1/31,Tianjing,天津,cured,0
873,2020/1/31,Taiwan,台湾,confirmed_cases,10
874,2020/1/31,Taiwan,台湾,cured,0
875,2020/1/31,Hong.Kong,香港,confirmed_cases,12
876,2020/1/31,Hong.Kong,香港,cured,0
877,2020/1/31,Xinjiang,新疆,confirmed_cases,18
878,2020/1/31,Xinjiang,新疆,cured,0
879,2020/1/31,Tibet,西藏,confirmed_cases,1
880,2020/1/31,Tibet,西藏,cured,0
881,2020/1/31,Yunnan,云南,confirmed_cases,91
882,2020/1/31,Yunnan,云南,cured,1
883,2020/1/31,Zhejiang,浙江,confirmed_cases,599
884,2020/1/31,Zhejiang,浙江,cured,15
885,2020/2/1,Anhui,安徽,confirmed_cases,340
886,2020/2/1,Anhui,安徽,cured,5
887,2020/2/1,Macao,澳门,confirmed_cases,7
888,2020/2/1,Macao,澳门,cured,0
889,2020/2/1,Beijing,北京,confirmed_cases,183
890,2020/2/1,Beijing,北京,cured,9
891,2020/2/1,Chongqing,重庆,confirmed_cases,262
892,2020/2/1,Chongqing,重庆,cured,3
893,2020/2/1,Guangdong,广东,confirmed_cases,604
894,2020/2/1,Guangdong,广东,cured,12
895,2020/2/1,Gansu,甘肃,confirmed_cases,40
896,2020/2/1,Gansu,甘肃,cured,0
897,2020/2/1,Guangxi,广西,confirmed_cases,111
898,2020/2/1,Guangxi,广西,cured,2
899,2020/2/1,Guizhou,贵州,confirmed_cases,38
900,2020/2/1,Guizhou,贵州,cured,2
901,2020/2/1,Henan,河南,confirmed_cases,492
902,2020/2/1,Henan,河南,cured,4
903,2020/2/1,Hubei,湖北,confirmed_cases,9074
904,2020/2/1,Hubei,湖北,cured,215
905,2020/2/1,Hebei,河北,confirmed_cases,104
906,2020/2/1,Hebei,河北,cured,3
907,2020/2/1,Fujian,福建,confirmed_cases,159
908,2020/2/1,Fujian,福建,cured,0
909,2020/2/1,Heilongjiang,黑龙江,confirmed_cases,95
910,2020/2/1,Heilongjiang,黑龙江,cured,2
911,2020/2/1,Hunan,湖南,confirmed_cases,463
912,2020/2/1,Hunan,湖南,cured,8
913,2020/2/1,Hainan,海南,confirmed_cases,63
914,2020/2/1,Hainan,海南,cured,1
915,2020/2/1,Jilin,吉林,confirmed_cases,23
916,2020/2/1,Jilin,吉林,cured,1
917,2020/2/1,Jiangsu,江苏,confirmed_cases,236
918,2020/2/1,Jiangsu,江苏,cured,6
919,2020/2/1,Jiangxi,江西,confirmed_cases,333
920,2020/2/1,Jiangxi,江西,cured,10
921,2020/2/1,Liaoning,辽宁,confirmed_cases,64
922,2020/2/1,Liaoning,辽宁,cured,1
923,2020/2/1,Inner.Mongoria,内蒙古,confirmed_cases,23
924,2020/2/1,Inner.Mongoria,内蒙古,cured,1
925,2020/2/1,Ningxia,宁夏,confirmed_cases,28
926,2020/2/1,Ningxia,宁夏,cured,0
927,2020/2/1,Qinghai,青海,confirmed_cases,9
928,2020/2/1,Qinghai,青海,cured,0
929,2020/2/1,Sichuan,四川,confirmed_cases,231
930,2020/2/1,Sichuan,四川,cured,3
931,2020/2/1,Shandong,山东,confirmed_cases,225
932,2020/2/1,Shandong,山东,cured,5
933,2020/2/1,Shanghai,上海,confirmed_cases,177
934,2020/2/1,Shanghai,上海,cured,10
935,2020/2/1,Shanxi,山西,confirmed_cases,56
936,2020/2/1,Shanxi,山西,cured,1
937,2020/2/1,Shannxi,陕西,confirmed_cases,101
938,2020/2/1,Shannxi,陕西,cured,0
939,2020/2/1,Tianjing,天津,confirmed_cases,41
940,2020/2/1,Tianjing,天津,cured,0
941,2020/2/1,Taiwan,台湾,confirmed_cases,10
942,2020/2/1,Taiwan,台湾,cured,0
943,2020/2/1,Hong.Kong,香港,confirmed_cases,12
944,2020/2/1,Hong.Kong,香港,cured,0
945,2020/2/1,Xinjiang,新疆,confirmed_cases,21
946,2020/2/1,Xinjiang,新疆,cured,0
947,2020/2/1,Tibet,西藏,confirmed_cases,1
948,2020/2/1,Tibet,西藏,cured,0
949,2020/2/1,Yunnan,云南,confirmed_cases,99
950,2020/2/1,Yunnan,云南,cured,2
951,2020/2/1,Zhejiang,浙江,confirmed_cases,661
952,2020/2/1,Zhejiang,浙江,cured,23
953,2020/2/2,Anhui,安徽,confirmed_cases,408
954,2020/2/2,Anhui,安徽,cured,7
955,2020/2/2,Macao,澳门,confirmed_cases,8
956,2020/2/2,Macao,澳门,cured,0
957,2020/2/2,Beijing,北京,confirmed_cases,212
958,2020/2/2,Beijing,北京,cured,12
959,2020/2/2,Chongqing,重庆,confirmed_cases,300
960,2020/2/2,Chongqing,重庆,cured,7
961,2020/2/2,Guangdong,广东,confirmed_cases,683
962,2020/2/2,Guangdong,广东,cured,14
963,2020/2/2,Gansu,甘肃,confirmed_cases,51
964,2020/2/2,Gansu,甘肃,cured,3
965,2020/2/2,Guangxi,广西,confirmed_cases,127
966,2020/2/2,Guangxi,广西,cured,2
967,2020/2/2,Guizhou,贵州,confirmed_cases,46
968,2020/2/2,Guizhou,贵州,cured,2
969,2020/2/2,Henan,河南,confirmed_cases,566
970,2020/2/2,Henan,河南,cured,14
971,2020/2/2,Hubei,湖北,confirmed_cases,11177
972,2020/2/2,Hubei,湖北,cured,295
973,2020/2/2,Hebei,河北,confirmed_cases,113
974,2020/2/2,Hebei,河北,cured,3
975,2020/2/2,Fujian,福建,confirmed_cases,179
976,2020/2/2,Fujian,福建,cured,0
977,2020/2/2,Heilongjiang,黑龙江,confirmed_cases,118
978,2020/2/2,Heilongjiang,黑龙江,cured,2
979,2020/2/2,Hunan,湖南,confirmed_cases,521
980,2020/2/2,Hunan,湖南,cured,16
981,2020/2/2,Hainan,海南,confirmed_cases,70
982,2020/2/2,Hainan,海南,cured,4
983,2020/2/2,Jilin,吉林,confirmed_cases,31
984,2020/2/2,Jilin,吉林,cured,1
985,2020/2/2,Jiangsu,江苏,confirmed_cases,271
986,2020/2/2,Jiangsu,江苏,cured,7
987,2020/2/2,Jiangxi,江西,confirmed_cases,391
988,2020/2/2,Jiangxi,江西,cured,18
989,2020/2/2,Liaoning,辽宁,confirmed_cases,70
990,2020/2/2,Liaoning,辽宁,cured,1
991,2020/2/2,Inner.Mongoria,内蒙古,confirmed_cases,27
992,2020/2/2,Inner.Mongoria,内蒙古,cured,1
993,2020/2/2,Ningxia,宁夏,confirmed_cases,31
994,2020/2/2,Ningxia,宁夏,cured,0
995,2020/2/2,Qinghai,青海,confirmed_cases,13
996,2020/2/2,Qinghai,青海,cured,0
997,2020/2/2,Sichuan,四川,confirmed_cases,254
998,2020/2/2,Sichuan,四川,cured,12
999,2020/2/2,Shandong,山东,confirmed_cases,246
1000,2020/2/2,Shandong,山东,cured,6
1001,2020/2/2,Shanghai,上海,confirmed_cases,193
1002,2020/2/2,Shanghai,上海,cured,10
1003,2020/2/2,Shanxi,山西,confirmed_cases,66
1004,2020/2/2,Shanxi,山西,cured,1
1005,2020/2/2,Shannxi,陕西,confirmed_cases,116
1006,2020/2/2,Shannxi,陕西,cured,0
1007,2020/2/2,Tianjing,天津,confirmed_cases,48
1008,2020/2/2,Tianjing,天津,cured,1
1009,2020/2/2,Taiwan,台湾,confirmed_cases,10
1010,2020/2/2,Taiwan,台湾,cured,0
1011,2020/2/2,Hong.Kong,香港,confirmed_cases,15
1012,2020/2/2,Hong.Kong,香港,cured,0
1013,2020/2/2,Xinjiang,新疆,confirmed_cases,24
1014,2020/2/2,Xinjiang,新疆,cured,0
1015,2020/2/2,Tibet,西藏,confirmed_cases,1
1016,2020/2/2,Tibet,西藏,cured,0
1017,2020/2/2,Yunnan,云南,confirmed_cases,109
1018,2020/2/2,Yunnan,云南,cured,3
1019,2020/2/2,Zhejiang,浙江,confirmed_cases,724
1020,2020/2/2,Zhejiang,浙江,cured,36
1021,2020/2/3,Anhui,安徽,confirmed_cases,480
1022,2020/2/3,Anhui,安徽,cured,14
1023,2020/2/3,Macao,澳门,confirmed_cases,8
1024,2020/2/3,Macao,澳门,cured,0
1025,2020/2/3,Beijing,北京,confirmed_cases,228
1026,2020/2/3,Beijing,北京,cured,23
1027,2020/2/3,Chongqing,重庆,confirmed_cases,337
1028,2020/2/3,Chongqing,重庆,cured,9
1029,2020/2/3,Guangdong,广东,confirmed_cases,797
1030,2020/2/3,Guangdong,广东,cured,20
1031,2020/2/3,Gansu,甘肃,confirmed_cases,55
1032,2020/2/3,Gansu,甘肃,cured,3
1033,2020/2/3,Guangxi,广西,confirmed_cases,139
1034,2020/2/3,Guangxi,广西,cured,7
1035,2020/2/3,Guizhou,贵州,confirmed_cases,56
1036,2020/2/3,Guizhou,贵州,cured,2
1037,2020/2/3,Henan,河南,confirmed_cases,675
1038,2020/2/3,Henan,河南,cured,20
1039,2020/2/3,Hubei,湖北,confirmed_cases,13522
1040,2020/2/3,Hubei,湖北,cured,396
1041,2020/2/3,Hebei,河北,confirmed_cases,126
1042,2020/2/3,Hebei,河北,cured,3
1043,2020/2/3,Fujian,福建,confirmed_cases,194
1044,2020/2/3,Fujian,福建,cured,1
1045,2020/2/3,Heilongjiang,黑龙江,confirmed_cases,155
1046,2020/2/3,Heilongjiang,黑龙江,cured,2
1047,2020/2/3,Hunan,湖南,confirmed_cases,593
1048,2020/2/3,Hunan,湖南,cured,22
1049,2020/2/3,Hainan,海南,confirmed_cases,79
1050,2020/2/3,Hainan,海南,cured,4
1051,2020/2/3,Jilin,吉林,confirmed_cases,42
1052,2020/2/3,Jilin,吉林,cured,1
1053,2020/2/3,Jiangsu,江苏,confirmed_cases,308
1054,2020/2/3,Jiangsu,江苏,cured,8
1055,2020/2/3,Jiangxi,江西,confirmed_cases,476
1056,2020/2/3,Jiangxi,江西,cured,19
1057,2020/2/3,Liaoning,辽宁,confirmed_cases,74
1058,2020/2/3,Liaoning,辽宁,cured,1
1059,2020/2/3,Inner.Mongoria,内蒙古,confirmed_cases,34
1060,2020/2/3,Inner.Mongoria,内蒙古,cured,1
1061,2020/2/3,Ningxia,宁夏,confirmed_cases,34
1062,2020/2/3,Ningxia,宁夏,cured,1
1063,2020/2/3,Qinghai,青海,confirmed_cases,15
1064,2020/2/3,Qinghai,青海,cured,0
1065,2020/2/3,Sichuan,四川,confirmed_cases,282
